conversation_id,rep_id,client_id,date,product,product_category,specialite_cible,objection_type,objection_text,rep_response,response_quality,niveau_alia,visit_format,visit_step,medecin_type,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,acrv_score,conformite_flag,client_sentiment,conversation_duration_sec,outcome,skill_tags
CONV_1308,REP_208,CLIENT_088,2026-01-15,PULMAX antitussif 150ml,Toux – sirop,MG,temps,Pas le temps pour une présentation,"Je comprends votre réticence. Vous avez 20 secondes ou je repasse demain ? 1 indication de bon usage, je laisse une fiche et je reviens.",Bon,Confirmé,Flash,5,Contrôlant,5.45,4.8,5.8,5.41,2,1,Neutre,18,À suivre,conformite
CONV_1309,REP_209,CLIENT_067,2025-09-16,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,Pas d'intérêt clinique démontré,"Votre remarque est pertinente. Positionnement support avec prudence, pas de promesse clinique. D'accord pour un test sur 2 patients ?",Bon,Junior,Flash,5,Promouvant,6.62,7.89,7.44,7.37,3,1,Neutre,51,À suivre,ACRV|closing
CONV_1310,REP_210,CLIENT_190,2025-09-29,Vitonic Allaitement B45,Allaitement – support nutritionnel,Gynéco,securite,Je suis très prudent avec les produits en allaitement,Je comprends. Réponse prudente avec renvoi à la fiche produit et proposition d'un plan B. Je vous laisse une fiche et je repasse.,Bon,Junior,Standard,4,Facilitant,7.03,6.91,7.6,7.25,2,1,Neutre,67,Fiche laissée,basique
CONV_1311,REP_211,CLIENT_106,2025-12-08,Pédiakids Crème change 40g,Dermite du siège – topique,Pédiatre,autre,Ça ne marche pas toujours dans mon expérience,"C'est une préoccupation que j'entends souvent. Sur quel contexte exactement : mycose, irritation, ou allergie ? Clarification diagnostique, orientation si besoin, positionnement en prévention.",Bon,Junior,Standard,3,Facilitant,6.9,7.71,5.47,6.5,1,1,Neutre,445,Fiche laissée,questionnement
CONV_1312,REP_212,CLIENT_100,2025-12-31,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,autre,Je ne priorise pas les oméga-3 en consultation,Je comprends votre réticence. Sur quel profil de patient vous l'accepteriez comme support ? Segmentation précise avec cure test sur 3 patients ciblés.,Bon,Confirmé,Standard,3,Promouvant,7.92,6.82,7.44,7.37,3,1,Positif,421,À suivre,ACRV|closing|segmentation|conformite|questionnement
CONV_1313,REP_213,CLIENT_167,2025-11-09,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,MG,comportement_patient,Les parents confondent les deux types de toux,C'est une préoccupation que j'entends souvent. Quels signes vous utilisez pour orienter votre diagnostic ? Mini-éducation thérapeutique et fiche parent pratique.,Bon,Junior,Standard,5,Promouvant,6.2,5.43,5.58,5.69,2,1,Neutre,372,Fiche laissée,questionnement
CONV_1314,REP_214,CLIENT_173,2025-09-03,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,autre,Trop de demandes énergie dans ma patientèle,Je comprends. Segmentation et cadrage des attentes réalistes. D'accord pour un test sur 2 patients ?,Bon,Junior,Flash,3,Promouvant,7.43,6.4,5.71,6.35,3,1,Neutre,15,À suivre,ACRV|closing
CONV_1315,REP_200,CLIENT_032,2025-10-01,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,securite,Je suis très prudent avec tout produit en grossesse,"Je comprends. Vous craignez quoi précisément : dosage, tolérance ou interactions ? Réponse prudente avec renvoi à la fiche et plan B selon le trimestre.",Bon,Junior,Standard,5,Facilitant,6.51,6.24,5.8,6.11,2,1,Neutre,386,À suivre,basique
CONV_1316,REP_201,CLIENT_198,2025-11-22,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,comportement_patient,Mes patients veulent des résultats immédiats,Votre remarque est pertinente. Recadrage des attentes avec cure test et conseils hygiène de vie. Je vous laisse une fiche et je repasse.,Bon,Junior,Standard,4,Facilitant,7.65,6.42,7.33,7.14,2,1,Positif,401,À suivre,closing
CONV_1317,REP_202,CLIENT_126,2025-09-28,Vitonic Conception B30,Conception – préconception,Gynéco,autre,Je ne veux pas promettre de résultats sur la conception,C'est une objection fréquente. Quel objectif réaliste vous semble acceptable : routine ou observance ? Positionnement support uniquement avec suivi rigoureux.,Bon,Confirmé,Standard,5,Promouvant,4.74,2.55,5.4,4.38,2,1,Positif,390,Intérêt manifesté,conformite|questionnement
CONV_1318,REP_203,CLIENT_069,2025-10-09,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,MG,autre,Ils arrêtent dès l'amélioration des symptômes,Votre point est tout à fait valable. Vous le voyez souvent dans votre pratique pédiatrique ? Conseil durée d'usage recommandée avec suivi à J+5.,Bon,Confirmé,Standard,3,Promouvant,6.1,7.68,5.04,6.1,2,1,Neutre,259,À suivre,conformite
CONV_1319,REP_204,CLIENT_210,2026-01-02,Pédiakids Oméga3 150ml,Oméga-3 – enfant,Pédiatre,securite,Je suis prudent sur les allégations cognitives,"Je comprends. Cadrage strict sur le support, fiche produit remise et suivi. Je vous laisse une fiche et je repasse.",Bon,Junior,Flash,3,Facilitant,6.7,6.42,5.04,5.87,2,1,Neutre,59,Fiche laissée,basique
CONV_1320,REP_205,CLIENT_011,2025-12-08,LV Phytocalm B30,Calme / stress – support,MG,comportement_patient,Mes patients veulent un vrai somnifère,"Votre remarque est pertinente. Que demandent-ils exactement comme effet et dans quel délai ? Recadrage des attentes, limites claires et orientation médicale si besoin.",Bon,Junior,Standard,5,Facilitant,8.26,8.14,5.12,6.81,2,1,Neutre,343,Intérêt manifesté,questionnement
CONV_1321,REP_206,CLIENT_017,2026-01-17,Oligovit Zinc B15,Zinc – cure courte,Dermato,conviction,Pas convaincu par les données sur le zinc,"Je comprends. 1 repère ciblé sur l'indication, positionnement clair et suivi. Je vous laisse une fiche et je repasse.",Bon,Junior,Flash,5,Analysant,7.86,6.63,5.65,6.5,2,1,Neutre,39,Fiche laissée,basique
CONV_1322,REP_207,CLIENT_060,2025-09-19,LV Fersang B60,Fer / énergie,MG,tolerance,Trop d'intolérance digestive signalée,"C'est une préoccupation que j'entends souvent. C'est plutôt nausées, constipation, ou autre inconfort ? Conseils de prise adaptés ; je vous partage les recommandations pratiques.",Bon,Junior,Standard,5,Promouvant,4.93,4.87,3.83,4.42,2,1,Neutre,356,À suivre,basique
CONV_1323,REP_208,CLIENT_044,2026-01-30,LV Tétra B B30,Vitamines B – énergie,MG,autre,Je n'aime pas les compléments vitamines B,Votre remarque est pertinente. Sur quels cas vous acceptez une aide pratique en support ? Positionnement support avec rappel des limites et suivi à J+14.,Bon,Junior,Standard,4,Promouvant,5.75,7.4,5.78,6.26,3,1,Neutre,372,Fiche laissée,ACRV|questionnement
CONV_1324,REP_209,CLIENT_045,2025-11-25,PULMAX antitussif 150ml,Toux – sirop,MG,autre,Je préfère traiter la cause plutôt que le symptôme,C'est une objection fréquente. Dans quel cas vous cherchez surtout du confort symptomatique ? Positionnement confort avec rappel de la surveillance étiologique.,Bon,Confirmé,Standard,4,Promouvant,6.64,6.01,5.63,6.0,1,1,Neutre,363,Intérêt manifesté,conformite|questionnement
CONV_1325,REP_210,CLIENT_226,2026-01-03,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,"Tout le monde en demande, c'est galvaudé",Je comprends. Quel profil vous voudriez prioriser dans votre patientèle ? Segmentation patient ciblée avec cure courte et suivi J+15.,Bon,Junior,Flash,5,Promouvant,5.51,5.95,7.39,6.49,3,1,Positif,16,Intérêt manifesté,ACRV|segmentation|questionnement
CONV_1326,REP_211,CLIENT_184,2026-01-06,Vitonic Allaitement B45,Allaitement – support nutritionnel,Gynéco,securite,Je suis très prudent avec les produits en allaitement,Je comprends votre réticence. Réponse prudente avec renvoi à la fiche produit et proposition d'un plan B. Est-ce que cela répond à votre point ?,Bon,Confirmé,Standard,3,Facilitant,7.59,5.48,6.74,6.57,3,1,Neutre,152,À suivre,ACRV|conformite
CONV_1327,REP_212,CLIENT_161,2026-02-16,Pédiakids Crème change 40g,Dermite du siège – topique,Pédiatre,temps,Les parents changent de marque tout le temps,"C'est une préoccupation que j'entends souvent. Mettre en avant la routine, le conseil simple et le suivi observance. Est-ce que ça répond à votre question ?",Bon,Junior,Standard,5,Contrôlant,7.91,7.43,7.49,7.58,1,1,Neutre,454,Fiche laissée,basique
CONV_1328,REP_213,CLIENT_190,2025-09-14,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,autre,Je ne priorise pas les oméga-3 en consultation,Je comprends votre réticence. Segmentation précise avec cure test sur 3 patients ciblés. Est-ce que cela répond à votre point ?,Bon,Confirmé,Flash,5,Promouvant,7.17,6.3,6.48,6.6,3,1,Positif,21,Intérêt manifesté,ACRV|closing|conformite
CONV_1329,REP_214,CLIENT_061,2025-12-15,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,Pédiatre,comportement_patient,Les parents confondent les deux types de toux,C'est une objection fréquente. Mini-éducation thérapeutique et fiche parent pratique. Je repasse dans 15 jours pour votre retour.,Bon,Confirmé,Flash,3,Promouvant,7.24,6.48,6.81,6.82,1,1,Neutre,21,Intérêt manifesté,conformite
CONV_1330,REP_200,CLIENT_178,2026-01-24,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,autre,Trop de demandes énergie dans ma patientèle,Je comprends votre réticence. Segmentation et cadrage des attentes réalistes. Seriez-vous d'accord pour un test sur 2 patients ?,Bon,Confirmé,Flash,3,Promouvant,7.49,5.94,6.66,6.65,3,1,Neutre,17,Intérêt manifesté,ACRV|closing|conformite
CONV_1331,REP_201,CLIENT_220,2026-01-12,Vitonic Grossesse B30,Grossesse – support nutritionnel,MG,tolerance,Les nausées empêchent la prise régulière,Je comprends votre réticence. Adapter le moment de prise et astuces anti-nausées pratiques. Seriez-vous d'accord pour un test sur 2 patients ?,Bon,Confirmé,Standard,5,Promouvant,5.53,6.13,6.93,6.34,3,1,Neutre,270,Intérêt manifesté,ACRV|closing|conformite
CONV_1332,REP_202,CLIENT_011,2025-12-30,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,comportement_patient,Mes patients veulent des résultats immédiats,C'est une préoccupation que j'entends souvent. Qu'attendent-ils exactement comme résultat et dans quel délai ? Recadrage des attentes avec cure test et conseils hygiène de vie.,Bon,Junior,Standard,5,Facilitant,7.35,7.26,7.56,7.42,2,1,Neutre,82,Fiche laissée,closing|questionnement
CONV_1333,REP_203,CLIENT_076,2025-11-01,Vitonic Conception B30,Conception – préconception,Gynéco,temps,Mes patientes oublient vite la routine,"C'est une préoccupation que j'entends souvent. Rituel de prise, rappel digital et point retour à J+15. D'accord pour un test sur 2 patients ?",Bon,Junior,Flash,4,Promouvant,5.64,7.25,7.52,6.97,2,1,Neutre,37,Intérêt manifesté,closing
CONV_1334,REP_204,CLIENT_001,2026-02-08,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,Pédiatre,comportement_patient,Les parents veulent un cocktail de produits,Votre remarque est pertinente. Ils demandent quoi exactement comme combinaison ? Recadrage avec règles simples et support d'information parent.,Bon,Junior,Standard,4,Promouvant,6.1,6.18,5.78,5.98,1,1,Positif,384,À suivre,basique
CONV_1335,REP_205,CLIENT_132,2026-02-20,Pédiakids Oméga3 150ml,Oméga-3 – enfant,MG,securite,Je suis prudent sur les allégations cognitives,"Votre remarque est pertinente. Quel bénéfice support vous semble acceptable pour ces patients ? Cadrage strict sur le support, fiche produit remise et suivi.",Bon,Junior,Standard,5,Facilitant,7.03,6.82,7.1,7.0,4,1,Neutre,88,À suivre,ACRV|questionnement
CONV_1336,REP_206,CLIENT_058,2025-11-22,LV Phytocalm B30,Calme / stress – support,MG,temps,Je préfère éviter ce type de produits en consultation,C'est une objection fréquente. Sur quels profils précis vous accepteriez un support naturel ? Segmentation ciblée avec cure test sur des profils stress léger.,Bon,Confirmé,Standard,4,Promouvant,7.4,6.24,7.97,7.31,2,1,Neutre,449,À suivre,closing|segmentation|conformite|questionnement
CONV_1337,REP_207,CLIENT_095,2026-02-20,Oligovit Zinc B15,Zinc – cure courte,MG,conviction,Pas convaincu par les données sur le zinc,"Votre remarque est pertinente. Quel repère scientifique vous manque pour vous convaincre ? 1 repère ciblé sur l'indication, positionnement clair et suivi.",Bon,Junior,Standard,5,Analysant,3.38,3.53,4.45,3.91,3,1,Neutre,377,Fiche laissée,ACRV|questionnement
CONV_1338,REP_208,CLIENT_175,2026-01-17,LV Fersang B60,Fer / énergie,MG,habitudes,J'ai mes habitudes avec un autre fer,"Je comprends. Sur quels patients vous êtes le moins satisfait en tolérance ou adhésion ? Justement, positionnement en plan B sur ces profils avec suivi à J+7 et J+14.",Bon,Junior,Standard,5,Contrôlant,8.08,5.88,6.01,6.49,3,1,Neutre,273,Fiche laissée,ACRV|segmentation|questionnement
CONV_1339,REP_209,CLIENT_168,2026-02-13,LV Tétra B B30,Vitamines B – énergie,MG,comportement_patient,Mes patients ne prennent pas régulièrement,"C'est une préoccupation que j'entends souvent. Astuce observance avec rituel de prise et rappel, cure courte test. D'accord pour un test sur 2 patients ?",Bon,Junior,Standard,4,Facilitant,2.85,2.29,3.19,2.83,2,1,Positif,235,À suivre,closing
CONV_1340,REP_210,CLIENT_073,2025-12-26,PULMAX antitussif 150ml,Toux – sirop,MG,comportement_patient,Les patients s'automédiquent trop,"Votre remarque est pertinente. Message sécurité : bon usage, durée limitée, consulter si persistance. Je vous laisse une fiche et je repasse.",Bon,Junior,Flash,4,Facilitant,5.96,5.96,7.52,6.66,2,1,Neutre,37,Intérêt manifesté,basique
CONV_1341,REP_211,CLIENT_095,2025-10-18,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,"Tout le monde en demande, c'est galvaudé",C'est une préoccupation que j'entends souvent. Segmentation patient ciblée avec cure courte et suivi J+15. Est-ce que ça répond à votre question ?,Bon,Junior,Standard,4,Promouvant,7.57,7.31,5.81,6.7,1,1,Neutre,193,Fiche laissée,basique
CONV_1342,REP_212,CLIENT_140,2026-01-08,Vitonic Allaitement B45,Allaitement – support nutritionnel,MG,securite,Je suis très prudent avec les produits en allaitement,"C'est une préoccupation que j'entends souvent. Votre vigilance porte sur quoi exactement : dosage, tolérance ou interactions ? Réponse prudente avec renvoi à la fiche produit et proposition d'un plan B.",Bon,Junior,Standard,4,Facilitant,5.66,7.26,6.99,6.74,1,1,Neutre,438,Intérêt manifesté,basique
CONV_1343,REP_213,CLIENT_030,2025-11-18,Pédiakids Crème change 40g,Dermite du siège – topique,Pédiatre,temps,Les parents changent de marque tout le temps,"C'est une préoccupation que j'entends souvent. Mettre en avant la routine, le conseil simple et le suivi observance. Je vous laisse une fiche et je repasse.",Bon,Junior,Standard,3,Contrôlant,7.63,7.72,6.84,7.3,1,1,Neutre,342,À suivre,basique
CONV_1344,REP_214,CLIENT_050,2026-01-04,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,autre,Je ne priorise pas les oméga-3 en consultation,Je comprends. Sur quel profil de patient vous l'accepteriez comme support ? Segmentation précise avec cure test sur 3 patients ciblés.,Bon,Junior,Standard,4,Promouvant,7.16,7.86,7.47,7.51,3,1,Neutre,261,À suivre,ACRV|closing|segmentation|questionnement
CONV_1345,REP_200,CLIENT_228,2025-12-23,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,ORL,comportement_patient,Les parents confondent les deux types de toux,C'est une préoccupation que j'entends souvent. Mini-éducation thérapeutique et fiche parent pratique. Est-ce que ça répond à votre question ?,Bon,Junior,Standard,5,Promouvant,6.6,5.36,6.86,6.35,2,1,Neutre,432,Intérêt manifesté,basique
CONV_1346,REP_201,CLIENT_194,2025-12-06,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,autre,Trop de demandes énergie dans ma patientèle,C'est une préoccupation que j'entends souvent. Segmentation et cadrage des attentes réalistes. Est-ce que ça répond à votre question ?,Bon,Junior,Flash,5,Promouvant,6.71,6.85,5.82,6.35,1,1,Neutre,52,Intérêt manifesté,basique
CONV_1347,REP_202,CLIENT_214,2026-01-28,Vitonic Grossesse B30,Grossesse – support nutritionnel,MG,securite,Je suis très prudent avec tout produit en grossesse,"Votre remarque est pertinente. Vous craignez quoi précisément : dosage, tolérance ou interactions ? Réponse prudente avec renvoi à la fiche et plan B selon le trimestre.",Bon,Junior,Standard,5,Facilitant,7.66,7.53,6.62,7.15,2,1,Positif,214,Intérêt manifesté,basique
CONV_1348,REP_203,CLIENT_063,2025-09-08,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,autre,Je préfère une approche médicale classique,Votre remarque est pertinente. Dans quels cas vous acceptez un support complémentaire ? Positionnement support clair avec prudence et complémentarité médicale.,Bon,Junior,Standard,3,Promouvant,5.73,7.57,5.67,6.25,2,1,Positif,390,À suivre,questionnement
CONV_1349,REP_204,CLIENT_005,2025-11-06,Vitonic Conception B30,Conception – préconception,Gynéco,temps,Mes patientes oublient vite la routine,"Je comprends. Rituel de prise, rappel digital et point retour à J+15. Je vous laisse une fiche et je repasse.",Bon,Junior,Flash,3,Promouvant,6.66,7.39,6.95,7.01,2,1,Neutre,51,À suivre,basique
CONV_1350,REP_205,CLIENT_193,2025-10-13,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,MG,comportement_patient,Les parents veulent un cocktail de produits,C'est une objection fréquente. Ils demandent quoi exactement comme combinaison ? Recadrage avec règles simples et support d'information parent.,Bon,Confirmé,Standard,3,Promouvant,2.69,1.51,2.93,2.44,0,1,Neutre,366,Intérêt manifesté,conformite
CONV_1351,REP_206,CLIENT_027,2025-10-26,Pédiakids Oméga3 150ml,Oméga-3 – enfant,Pédiatre,securite,Je suis prudent sur les allégations cognitives,"C'est une préoccupation que j'entends souvent. Cadrage strict sur le support, fiche produit remise et suivi. Je vous laisse une fiche et je repasse.",Bon,Junior,Standard,4,Facilitant,6.73,6.5,6.35,6.49,1,1,Positif,143,Fiche laissée,basique
