conversation_id,rep_id,client_id,date,product,objection_type,objection_text,rep_response,response_quality,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,client_sentiment,conversation_duration_sec,outcome,conversation_transcript,skill_tags,year,month,month_name,week,day_of_week,duration_minutes,duration_category,objection_difficulty,objection_text_len,response_len_chars,response_len_words,transcript_len_chars,has_empathy,has_data_args,has_followup_q,has_solution,is_vague,argumentation_richness,response_to_objection_ratio,info_density,nb_skill_tags,tag_argumentation_solide,tag_argumentation_correcte,tag_reponse_scientifique,tag_empathie_client,tag_informations_basiques,tag_reponse_vague,tag_manque_preparation,skill_level,quality_label,is_success,is_success_broad,sentiment_label,context_weighted_score,above_success_threshold
CONV00009,REP009,CLI0036,2025-12-13,Vitonic Tonus,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,Bon,6.5,7.2,6.8,6.8,Négatif,501,À rappeler,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,50,Saturday,8.35,Standard (6-10 min),Difficile,85,72,11,324,0,0,0,0,0,0,0.84,1.3,2,0,1,0,0,1,0,0,Confirmé,1,0,0,-1,6.85,0
CONV00217,REP015,CLI0145,2025-12-14,"Echinacée, Zinc, Vit.C",Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"Echinacée, Zinc, Vit.C est un complément alimentaire avec un excellent profil de sécurité. Les études cliniques n'ont montré aucun effet indésirable significatif. Les seules précautions sont les contre-indications classiques pour les femmes enceintes et les allergies aux composants, clairement indiquées sur la notice. Plus de 50 000 patients ont utilisé ce produit sans incident.",Excellent,9.4,9.7,9.3,9.5,Neutre,476,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: Echinacée, Zinc, Vit.C est un complément alimentaire avec un excellent profil de sécurité. Les études cliniques n'ont montré aucun effet indésirable significatif. Les seules précautions sont les contre-indications classiques pour les femmes enceintes et les allergies aux composants, clairement indiquées sur la notice. Plus de 50 000 patients ont utilisé ce produit sans incident.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,50,Sunday,7.93,Standard (6-10 min),Standard,78,381,54,635,0,1,0,0,0,1,4.82,6.72,3,1,0,1,1,0,0,0,Expert,2,1,1,0,9.44,1
CONV00061,REP013,CLI0178,2025-12-14,PHYTOFANE Lotion anti chute,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.",Nous pouvons vous fournir des supports marketing pour augmenter la demande.,Bon,6.7,7.1,5.7,6.5,Négatif,276,Demande info,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Nous pouvons vous fournir des supports marketing pour augmenter la demande.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,50,Sunday,4.6,Courte (3-6 min),Standard,83,75,11,339,0,0,0,0,0,0,0.89,2.34,2,0,1,0,0,1,0,0,Confirmé,1,0,1,-1,6.37,0
CONV00027,REP003,CLI0226,2025-12-14,OLIGOVIT Trio,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Je connais bien ce produit concurrent. La différence principale est dans la formulation : OLIGOVIT Trio utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.,Excellent,8.9,9.1,8.6,8.9,Neutre,309,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Je connais bien ce produit concurrent. La différence principale est dans la formulation : OLIGOVIT Trio utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,50,Sunday,5.15,Courte (3-6 min),Standard,88,357,51,612,0,1,0,0,0,1,4.01,9.71,3,1,0,1,1,0,0,0,Expert,2,1,1,0,8.82,1
CONV00001,REP024,CLI0071,2025-12-14,LV Vitamine A,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Excellente question ! LV Vitamine A a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?,Excellent,8.2,9.5,9.1,8.9,Positif,234,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Excellente question ! LV Vitamine A a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,50,Sunday,3.9,Courte (3-6 min),Standard,92,315,46,574,0,1,1,0,0,2,3.39,11.5,3,1,0,1,1,0,0,0,Expert,2,1,1,1,9.0,1
CONV00278,REP007,CLI0136,2025-12-16,LV Fersang junior,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.",Nous pouvons vous fournir des supports marketing pour augmenter la demande.,Bon,6.1,8.0,6.4,6.8,Neutre,334,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Nous pouvons vous fournir des supports marketing pour augmenter la demande.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,51,Tuesday,5.57,Courte (3-6 min),Standard,83,75,11,329,0,0,0,0,0,0,0.89,1.94,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.8,0
CONV00280,REP022,CLI0034,2025-12-16,"Echinacée, Zinc, Vit.C",Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Je comprends votre préoccupation. Cependant, Echinacée, Zinc, Vit.C contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.",Excellent,8.6,9.6,9.4,9.2,Positif,269,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Je comprends votre préoccupation. Cependant, Echinacée, Zinc, Vit.C contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,51,Tuesday,4.48,Courte (3-6 min),Standard,84,307,41,567,1,1,0,0,0,2,3.61,8.95,3,1,0,1,1,0,0,0,Expert,2,1,1,1,9.26,1
CONV00315,REP011,CLI0177,2025-12-16,"Echinacée, Zinc, Vit.C",Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,7.8,7.8,5.0,6.9,Positif,145,À rappeler,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,51,Tuesday,2.42,Très courte (<3 min),Standard,84,133,22,393,0,0,0,0,0,0,1.56,8.73,2,0,1,0,0,1,0,0,Confirmé,1,0,0,1,6.54,0
CONV00021,REP003,CLI0193,2025-12-16,LV Vitamine A,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,7.0,7.7,6.8,7.2,Positif,205,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,51,Tuesday,3.42,Courte (3-6 min),Standard,84,133,22,384,0,0,0,0,0,0,1.56,6.25,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,7.12,0
CONV00277,REP014,CLI0007,2025-12-17,LV Vitamine A,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.,Bon,7.7,7.8,6.9,7.5,Négatif,397,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,51,Wednesday,6.62,Standard (6-10 min),Standard,88,95,14,350,0,0,0,0,0,0,1.07,2.08,2,0,1,0,0,1,0,0,Confirmé,1,0,1,-1,7.37,0
CONV00400,REP009,CLI0123,2025-12-17,Vitonic Tonus,Posologie complexe,La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est écrit sur la boîte.,Faible,3.8,5.6,3.2,4.2,Neutre,585,Pas intéressé,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est écrit sur la boîte.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,12,December,51,Wednesday,9.75,Standard (6-10 min),Difficile,75,25,5,267,0,0,0,0,0,0,0.33,0.51,2,0,0,0,0,0,1,1,À améliorer,0,0,0,0,4.07,0
CONV00002,REP003,CLI0056,2025-12-17,LV Vitamine A,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,7.1,7.4,6.4,7.0,Neutre,378,À rappeler,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,51,Wednesday,6.3,Standard (6-10 min),Standard,84,133,22,384,0,0,0,0,0,0,1.56,3.44,2,0,1,0,0,1,0,0,Confirmé,1,0,0,0,6.88,0
CONV00219,REP017,CLI0011,2025-12-18,LV Fersang junior,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"Non, c'est sans danger.",Faible,5.1,4.7,2.8,4.2,Positif,228,Pas intéressé,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: Non, c'est sans danger.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,12,December,51,Thursday,3.8,Courte (3-6 min),Standard,78,23,4,272,0,0,0,0,0,0,0.29,1.03,2,0,0,0,0,0,1,1,À améliorer,0,0,0,1,3.94,0
CONV00184,REP022,CLI0136,2025-12-19,LV Vitamine A,Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,8.2,8.7,8.9,8.6,Neutre,446,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,12,December,51,Friday,7.43,Standard (6-10 min),Difficile,74,278,45,519,0,0,1,0,0,1,3.71,5.98,3,1,0,1,1,0,0,0,Expert,2,1,1,0,8.66,0
CONV00205,REP008,CLI0218,2025-12-19,LV CYSPROTECT,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre marque est connue et fiable.,Faible,3.4,4.4,2.2,3.3,Négatif,273,Objections non résolues,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre marque est connue et fiable.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,12,December,51,Friday,4.55,Courte (3-6 min),Standard,88,34,6,289,0,0,0,0,0,0,0.38,1.29,2,0,0,0,0,0,1,1,À améliorer,0,0,0,-1,3.16,0
CONV00096,REP003,CLI0037,2025-12-19,LV CYSPROTECT,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,7.3,6.8,6.7,6.9,Positif,560,Demande info,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,12,December,51,Friday,9.33,Standard (6-10 min),Standard,92,97,17,356,0,1,0,0,0,1,1.04,1.8,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,6.88,0
CONV00192,REP012,CLI0158,2025-12-20,Omevie Omega 3 – 1000,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Beaucoup de clients sont satisfaits du produit.,Faible,4.4,4.4,5.0,4.6,Positif,232,Objections non résolues,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Beaucoup de clients sont satisfaits du produit.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,12,December,51,Saturday,3.87,Courte (3-6 min),Standard,92,47,7,314,0,0,0,0,0,0,0.51,1.76,2,0,0,0,0,0,1,1,À améliorer,0,0,0,1,4.67,0
